table,id,word,part_of_speech,english_translation,word_length,difficulty_level
"dictionary_jz","b9ddf2e5-82ad-4368-b7e3-d8c7f267539f","Ràdòbò (rà-ẹ̀dọ̀-bò)","v.","to shelter; defend; gather as a hen does her brood.","20","advanced"
"dictionary_jz","b3f6204e-f64c-4225-a9c1-e7b13426137f","Ráhùn (rà-ohun)","v.","to murmur; complain.","15","advanced"
"dictionary_jz","55487c78-a763-4ea4-aa37-56c6e94f9783","Ràjò (re-ajo)","v.","to go on a journey; to be absent from home on business.","13","advanced"
"dictionary_jz","aaadd78d-6aa7-49e3-95be-8afec9a9549a","Rákò","v.","to creep; crawl.","4","easy"
"dictionary_jz","299ec5bd-d552-4c10-9aaa-6730cb353359","Rakunmi, Ibakasiẹ","n.","camel.","17","advanced"
"dictionary_jz","a9e1109d-921f-4cfb-979f-145f8cfd6bef","Ramuramu","adv.","very (qualifying verbs, like Ke, to cry, roar).—e.g., Kiniun ke ramram, “The lion roars very loudly.”","8","advanced"
"dictionary_jz","f114827d-ee56-4c0e-996c-c269b76bbad3","Rán","v.","to send; despatch; to command; charge; issue; to sew cloth. v. to be slow in growing; to be hidebound.","3","easy"
"dictionary_jz","23d3fadf-4f6f-4105-8074-dd515625e0b5","Ránjade","v.","to send out; order out; banish.","7","advanced"
"dictionary_jz","2b3b3d39-e2d5-4cb8-8fb5-ed94bcb98dc6","Ránleti","v.","to remind; to cause to recollect; put in mind.","7","advanced"
"dictionary_jz","8d0a9f12-0504-477b-9487-03be7c11eb2d","Rán lọ","v.","to despatch; send out on a message.","6","intermediate"
"dictionary_jz","1a2322b0-fd12-4d0d-8c5b-9344ebfd67dd","Ránlọkuro","v.","to discard; dismiss.","9","advanced"
"dictionary_jz","d476f151-24c9-46e9-8798-b6c70265f4d2","Ràn","v.","to communicate (as fire); be infectious (as disease); cut or wound (as an instrument); help; aid in business.—e.g., Ọrẹ mi ran mi lọwọ, “My friend helps me.”","3","easy"
"dictionary_jz","5d1977b0-0d75-4982-9f9a-e7aa9311cd54","Rànmọ́","v.","to catch at; stick to; attach; to hold fast.","6","intermediate"
"dictionary_jz","a358677a-b2a3-4853-a9f8-9d0a87978718","Ránpada","v.","to send back; re-send.","7","advanced"
"dictionary_jz","df59bc9f-3746-4875-b238-be82bd0d467d","Ránsi","v.","to send.","5","intermediate"
"dictionary_jz","565cec6c-84d7-46b6-a97d-40801f8312b7","Rãn","v.","to spin; twist cord or line.","3","easy"
"dictionary_jz","a9d31503-f4dc-42c2-b604-9c3597f4563d","Rán-ipò","v.","to speak ironically.","7","advanced"
"dictionary_jz","852c1373-dbd1-4392-a8e0-d65d09c484e2","Rãnjú (ran-oju)","v.","to look sternly or fiercely.","15","advanced"
"dictionary_jz","2bc75f06-0617-4ddb-bf31-2dd76492454f","Ránṣẹ́ (ran-iṣẹ)","v.","to send a message.","16","advanced"
"dictionary_jz","23bc3d8c-2bd4-4f89-b1f6-62a65864cb60","Ránti (ran-eti)","v.","to remember; call to mind; recollect.","15","advanced"
"dictionary_jz","d5a44973-9522-4fe9-92b7-7d3c61f33eb5","Pọ̀jùlọ","adv.","most; above all.","7","advanced"
"dictionary_jz","bc52f90d-b4a9-47c1-b381-f3945ef9344d","Rárí, Fari","v.","to shave the head.","10","advanced"
"dictionary_jz","59836a43-3621-42cc-b958-cfecda7cee9b","Ránrán","adv.","entirely; totally; altogether.","6","intermediate"
"dictionary_jz","e4576273-2b70-4689-a03c-90a89c1065e5","Re","v.","to change feathers as birds; moult; fall off as hair or leaves.","2","easy"
"dictionary_jz","d8a42d26-07ca-457d-8aca-2e98b6dbd0d3","Rè","v.","to go; depart; (same signification as Lọ).","2","easy"
"dictionary_jz","8a420f1c-0041-4b6b-9833-f84a3237c295","Ré","v.","to go off; spring as a trap or snare; to skin; agitate; emboss.","2","easy"
"dictionary_jz","e632ed17-d4fa-4891-8b9c-1fa0a41ccd9a","Rélọ","v.","to entice; to elope.","4","easy"
"dictionary_jz","6986d478-de0d-408c-831d-9a519f4bf16e","Rebi","v.","to go on a journey; to travel abroad.","4","easy"
"dictionary_jz","2c077153-e7ef-4494-aded-6c56885b1b45","Réderèdẽ","adv.","foolishly.","8","advanced"
"dictionary_jz","e3f69179-0b00-4cf5-bf5c-7707089ea868","Rúfin","v.","to break or transgress the law.","5","intermediate"
"dictionary_jz","759aaeba-9ea8-4642-8dcd-330f37b6105c","Rẹ́kọjá","adv.","beyond measure; exceedingly. v. to pass over; omit.","7","advanced"
"dictionary_jz","c8c148a0-b742-46c5-b17c-2d3363cffd78","Rekọja ala","adv.","beyond bounds.","10","advanced"
"dictionary_jz","5e0df052-7b94-492e-a99f-e055f50ff9d9","Rera","v.","to be proud.","4","easy"
"dictionary_jz","7031042c-c7ea-498d-9686-f7b678f646aa","Réré","adv.","at a great distance.","4","easy"
"dictionary_jz","7d86837f-bb80-4dcc-8c8b-ff9b60d1bd07","Rere","adv.","well. adj. good; devout. n. good, welfare.","4","easy"
"dictionary_jz","13b91bf7-cbf5-426f-950e-c2cf47864985","Rérí","adv.","to be past harvest time.—(e.g., a fruit tree after the fruit has been gathered.)","4","easy"
"dictionary_jz","6f6fa78b-b352-4ec7-9a26-e375ab47c254","Retí","v.","to hope; expect; wait for; clean the ear with an ear-pick.","4","easy"
"dictionary_jz","0d3111c8-2b26-4cab-a5dd-8b1c0cfcdce6","Rèyẹ́","v.","to moult; mew.","5","intermediate"
"dictionary_jz","e2eb156d-8645-4aac-b3af-f5afbeafea33","Rẹ́","v.","to shear; cut short; cut; nip; smear; notch; daub; rub.","3","easy"
"dictionary_jz","b188e157-5a6a-46fa-b624-c89232e3a8a2","Rẹ̀, Rẹ̀dãnù","v.","to cast fruits; blast.","12","advanced"
"dictionary_jz","223faac7-14e9-45cf-b5a6-6f2792f43b45","Rẹ́jẹ","v.","to cheat; deceive; gull; (lit.—to cut and eat).","5","intermediate"
"dictionary_jz","00766140-658e-4fd9-b219-7382dbfc3119","Rẹ́lori","v.","to poll; to prune off the branches; to top.","7","advanced"
"dictionary_jz","1d181803-e8ba-43ba-ae96-439956769824","Rẹ́lọwọ, Rẹ́wọ","v.","to cut off branches; prune.","14","advanced"
"dictionary_jz","774ab30c-fbc0-4dec-b791-7d2bdacfba08","Rẹ́mọ́lẹ̀","v.","to cut level with the ground; to crop.","9","advanced"
"dictionary_jz","adb19344-ae6e-4ed2-ba25-ec1a5ede81c5","Rẹ","pron.","thy; thine.","2","easy"
"dictionary_jz","9afe6532-c870-4889-b0b2-4a220c94f46c","Rẹ̃","v.","to dye; steep in water; tinge; soak.","3","easy"
"dictionary_jz","0ba8c613-ae35-4804-b6ed-10ee04040d54","Rẹ̀","pron.","his; her; its.","3","easy"
"dictionary_jz","41bbc013-b861-40dc-81b8-d01f25f528fd","Rẹgẹ (rẹ-ẹgẹ)","v.","to set a snare for; watch for; find fault.","13","advanced"
"dictionary_jz","71c80713-ef55-46b8-895f-9fbdd47620f6","Rẹ́gírẹ́gí","adv.","evenly; equally.","10","advanced"
"dictionary_jz","d516df3a-f4dd-4116-98b9-ad74c0fcac46","Rẹ́lé","v.","to plaster a house.","5","intermediate"
"dictionary_jz","931cdc9c-5865-4b37-99d4-83dff15cc3d3","Rẹ́pọ̀, Repọmọ","v.","to cleave to; combine with.","14","advanced"
"dictionary_jz","9f630627-22f2-4700-b9ca-c3160bb6104b","Rẹ̃rẹ̃","adv.","very (qualifying verbs of pursuing or motion towards).","6","intermediate"
"dictionary_jz","8ccce7e7-e194-47a3-8ff5-f986b608ab8a","Rẹ́rin (rin-ẹrin)","v.","to laugh.","17","advanced"
"dictionary_jz","630e8b5b-c850-4063-8561-9505597ea79d","Rẹ́rin-ẹsin","v.","to scoff; deride; ridicule.","11","advanced"
"dictionary_jz","69702967-1a55-46c4-84b8-b5ae3919ee88","Rẹ́rin-wẹsì","v.","to smile; titter; writhe.","11","advanced"
"dictionary_jz","363104ac-2ea5-4346-a6ef-3b17ef4356ac","Rẹ̀wẹ̀sì","v.","to be cast down; be disheartened.","8","advanced"
"dictionary_jz","4aab09e1-1c96-421e-bf11-3272341692f8","Rẹ́yĩn (rẹ-oyin)","v.","to take honey from a hive.","16","advanced"
"dictionary_jz","57521f72-6f92-42b1-ab16-ad5e61e9cd70","Rì","v.","to sink; drown; immerse; deluge; prepare the woof for the loom by insertion in the sley; subside.","2","easy"
"dictionary_jz","d24ef9c5-6d7c-4c92-98e4-eb806bf8c2a1","Rí","v.","to see; find; discover; perceive; behold. v. to be; seem; appear.","2","easy"
"dictionary_jz","2018526d-e7a2-48dd-baed-16e1482714ca","Ri-lokere","v.","to decry; to censure.","9","advanced"
"dictionary_jz","0f0c493b-8923-40e1-9d29-47f3f560ddc6","Rísa","v.","to shun; avoid; run from.","4","easy"
"dictionary_jz","5337c3fb-3962-400a-a4e6-9dc79f1e9bde","Ríbakanna","adj.","similar; uniform.","9","advanced"
"dictionary_jz","26117c5d-f933-4a1c-a465-f5edbb46b3b0","Rĩbĩtĩ, Rubutu","adj.","round; circular.","14","advanced"
"dictionary_jz","59c6d464-b9da-43db-88bb-ef17765dad0b","Ribiribi","adj.","important; of much consequence; observant.","8","advanced"
"dictionary_jz","5374cfba-31a5-4a05-b593-962943a61b5f","Rídaju","v.","to prove; to ascertain; to be sure of.","6","intermediate"
"dictionary_jz","fd4038ea-499d-497e-bc0a-275072c9b0f3","Rígba","v.","to receive; obtain.","5","intermediate"
"dictionary_jz","13258f4c-9c4d-4f21-9ba4-54a8f12fbab1","Rìkísí","n.","conspiracy; plot.","6","intermediate"
"dictionary_jz","ed97dd51-12e8-48b6-b92f-9e6b11364169","Rín","v.","to laugh.","3","easy"
"dictionary_jz","32d026c8-7fe6-4fd7-b6cf-c3641a79899d","Rin","adj.","damp; moist; humid; wet.","3","easy"
"dictionary_jz","2bfc4e59-92a3-42a9-837c-3e593bf10c1a","Ringbindin","v.","to soak; drench; imbed.","10","advanced"
"dictionary_jz","4598aef7-cf93-4730-a73f-b35836eae1ef","Rìn","v.","to tickle; sail; walk; go; travel; move; progress.","3","easy"
"dictionary_jz","5a5ca77e-0099-4c80-af8e-ee4a6ee1b570","Rìndọ̀ (rin-edo)","adj.","a state of being subject to nausea.","16","advanced"
"dictionary_jz","26cdfb69-d61d-4415-865e-362a349c2775","Rinbẹrẹ","v.","to walk slowly.","7","advanced"
"dictionary_jz","18370ed9-5cdd-472e-a59c-0068c5483193","Rinka, Rinkakiri","v.","stroll; ramble about; range; roam.","16","advanced"
"dictionary_jz","0d5ed232-04bf-496b-8ccf-cbf398308d54","Rinkiri","v.","to rove about; wander.","7","advanced"
"dictionary_jz","f989d28e-3d01-4a3d-bf20-c73e328990ae","Rìn-irin pẹ́pẹ́iyẹ̃","v.","to waddle.","19","advanced"
"dictionary_jz","0ff19f69-c9e7-40ee-a21c-7caa50fdf815","Rìnjẹ́jẹ́, Rìnpẹ̀lẹ́","v.","to amble.","20","advanced"
"dictionary_jz","429e44e2-5efe-42bc-89a1-f4cb41e1ae07","Rìnlọ, Rìnwò","v.","to explore.","12","advanced"
"dictionary_jz","272f1f0e-dcaf-4818-951b-08c954c6e204","Rìn-ni-eginsin, Rin-leginrin","v.","to tickle.","28","advanced"
"dictionary_jz","eefbd961-6b64-4686-b6ed-ddebe1af411a","Rìnyíká, Rinyikakiri","v.","to walk round; to circuit.","20","advanced"
"dictionary_jz","334ebcf1-c678-48e4-b726-78ce30615ae2","Rĩnrĩn","adv.","very (qualifies Wúwo, heavy).—e.g., Okuta na wuwọ rìnrìn, “The stone is very heavy.”","6","intermediate"
"dictionary_jz","afdd1420-f726-48c1-82d3-1523e1f005ce","Rírà","n.","that which is to be purchased.","4","easy"
"dictionary_jz","3cff0870-a2ae-43e6-bdf6-1b991bf43f08","Rárá","adv.","at all.","4","easy"
"dictionary_jz","da10b391-a4c3-49a6-8407-f78bdf3883be","Riraniye","n.","stupor.","8","advanced"
"dictionary_jz","c57f1dae-756d-4f9c-a80a-029051d8d625","Rírànlọ́wọ́","adj.","assistant; subsidiary; helper.","11","advanced"
"dictionary_jz","7ab502fb-530a-48a5-80f6-09d52a991681","Ríràn mú","adj.","epidemic; endemic.","8","advanced"
"dictionary_jz","d25603a8-d05c-45ab-9e78-b51751d4b059","Rirẹ","adj.","consolatory.","4","easy"
"dictionary_jz","3c018172-a662-4ecd-83fa-5655e2e2aba4","Rirẹ, Rirẹdẹ","adj.","irksome; tiresome; wearisome.","12","advanced"
"dictionary_jz","32cfa459-0b8a-46ec-9064-f468f43aba39","Rírẹ́pọ̀","adj.","concordant; united.","8","advanced"
"dictionary_jz","5054f5e9-f66d-4ae8-b3f8-057fe7f1696b","Rírẹ́rin","adj.","derisive; mock.","8","advanced"
"dictionary_jz","ff6b4fbd-8ecc-4fa8-be07-47c5bd830e76","Rìrì","adv.","somewhat tremulously (qualifying verb, Wà, to shake).—e.g., Otutu mu ọmọde na, o nwa rìrì, “The child is cold, and shivers.”","4","easy"
"dictionary_jz","664fd5f0-9253-4c1c-ab82-c826584094c3","Rírí","n.","the act of seeing. adj. visible; discernible; discoverable.","4","easy"
"dictionary_jz","f54e1f43-0220-462f-aa91-0ed2e55e2dd9","Riridi, Ridi","adj.","discoverable.","12","advanced"
"dictionary_jz","ee35e8d7-7a6e-4ddf-a6da-216919a3f4ae","Rírìn","n.","a going; manner of walking.","5","intermediate"
"dictionary_jz","84ec8a96-162f-4bc1-beac-951511428902","Rírìnkĩrĩ","adj.","itinerant; wandering; roving.","9","advanced"
"dictionary_jz","cdc98811-b937-49eb-a9bb-aa21726e8529","Rírínlẹ́rin","adj.","amusing; ludicrous; laughable.","11","advanced"
"dictionary_jz","970d11a6-eb83-487a-829b-f7f0fceb2ccc","Rírìn-ọ̀nà","n.","wayfaring; traveling.","10","advanced"
"dictionary_jz","9aa5cf95-7648-4058-b3e0-ce089bfc961b","Rírìnsiwaju","n.","progress; onward move.","11","advanced"
"dictionary_jz","0a8e997e-d371-40b3-aca9-e6b1ae53870b","Rírò","adj.","relatable; thoughtful.","4","easy"
"dictionary_jz","02c8d22e-d05a-4271-916f-42dafa4ae5ff","Rírojú","adj.","sad; melancholy.","6","intermediate"
"dictionary_jz","5d5de0d9-a81e-4dec-904b-5b2e129dc4e2","Rirọ Irọ","n.","the manufacture of iron.","8","advanced"
"dictionary_jz","b377dda4-d422-47e2-ac6a-c01a148b8f3c","Rirọ́pò","n.","occupying another’s place.","7","advanced"
"dictionary_jz","f1d23e9f-1c05-44e5-9380-169f62baf69b","Rírù","adj.","portable.","4","easy"
"dictionary_jz","dca2dcdf-1367-4587-9894-216314f677e7","Rírũ oke","n.","okè, n. ascent of a hill.","8","advanced"
"dictionary_jz","c74d5c10-c583-4425-aaaf-3e4fd5fdf174","Rírú-omi","n.","a swell of the waves. —e.g., Rírú-omi dide fukefuke, “The waves are rising very high.”","8","advanced"
"dictionary_jz","7ed5d364-2bdb-42ac-8790-7f6fbe3084ba","Rirúbọ̃","adj.","sacrificial.","7","advanced"
"dictionary_jz","1f058d72-d36a-4875-a53e-0a100e5eba4e","Riruju","adj.","puzzling.","6","intermediate"
"dictionary_jz","fde725e6-0fc8-4090-a8dc-0879dd8417fa","Rírun","n.","that which is to be cheaped. adj. consumable; baneful, destructive.","5","intermediate"
"dictionary_jz","cb57241d-e6b3-4c3a-98a1-370399629484","Rírún, Rirunwom,","adj.","fragile; friable.","16","advanced"
"dictionary_jz","f67d2d75-5034-46e8-9f44-cbc4d2e0d299","Rìsílẹ̀","v.","to bury; hide in the ground; root deep.","7","advanced"
"dictionary_jz","d53899c4-ab02-49e4-aa05-f0b06e6ace29","Ritẹlẹ","Rìtẹlẹ̀, v.","to foresee.","6","intermediate"
"dictionary_jz","6bf2b7aa-34f0-4c3d-a072-2f199fdaceb3","Riwisi","v.","to say against; gainsay.","6","intermediate"
"dictionary_jz","6b323ecc-00b1-4eb3-82ff-e128479dc697","Rijàniyàn","adj.","controvertible - means something is open to question, dispute, or debate; it is not universally accepted as fact and allows for disagreement. It implies that there is room for opposing arguments or evidence.","9","advanced"
"dictionary_jz","b6addb4a-39aa-4401-8773-275a94fcfdba","Rò","v.","to relate; conceive; imagine; meditate; think; think deeply; stir up; plague; trouble.","2","easy"
"dictionary_jz","222a0aae-2543-4128-959c-e822ae653de9","Ró","v.","to sound; place in an erect position; excite. adj. pendulous.","2","easy"
"dictionary_jz","20ce3db6-f368-4929-90aa-64e7b7dc5116","Ro","v.","to cultivate; till; drain; to drip; distil; drop; filter.","2","easy"
"dictionary_jz","f08e7138-0cec-4299-8b2e-af9d3d23fca4","Rogõro","v.","to give a sharp shrill sound; to tingle.","6","intermediate"
"dictionary_jz","0afa16bf-283d-4429-bfad-f5638146d085","Rolẹ̀","v.","to till the ground; cultivate.","5","intermediate"
"dictionary_jz","815a2241-d36a-48c6-bf04-ecc5a4d319a6","Rósí","v.","to instigate; to incite.","4","easy"
"dictionary_jz","6554e9a7-ab13-495a-9e5f-635045e49c67","Rolójú","v.","to appear tedious.","6","intermediate"
"dictionary_jz","d40c0157-d0c8-4693-baa6-efd5704a72d6","Ròtẹ́lẹ̀","v.","to think beforehand; promoditate.","8","advanced"
"dictionary_jz","6185c350-7cc2-49a5-a00b-ac126a7ed86b","Rõgún","v.","to drain into a pond or pit; collect by distillation.","5","intermediate"
"dictionary_jz","ea065976-a6ba-4323-a8e8-e41028780377","Ròhìn (ro-ihin)","v.","to tell news; report; advertise.","15","advanced"
"dictionary_jz","cb461003-b9ae-44f5-b1b3-4b35a673d9fc","Rojú (ro oju)","v.","to look sad or displeased; sulky; disconsolate.","13","advanced"
"dictionary_jz","fec2e35b-f165-4984-ac8f-fc2a1bbc2a87","Rólé (ro-ile)","v.","to inherit a headship; to inherit property (especially houses); to erect the roof of a house.","13","advanced"
"dictionary_jz","a1df1e48-2cbc-40fb-9ff6-7bbfd6a301db","Roloju","adj.","puzzling.","6","intermediate"
"dictionary_jz","ea8cec83-0df4-4c1d-b053-8e81fa372bf8","Ròkãkĩrĩ","v.","to divulge; to spread abroad bad news of a person.","8","advanced"
"dictionary_jz","5d73e189-7ef7-4514-8b68-cdd3f4d98e4a","Rónà (ro-ọna)","v.","to stop or block up the way.","13","advanced"
"dictionary_jz","1dadd212-b3ac-4a10-8b65-57c7a0d1f1c3","Ronú","v.","to think; meditate; to be sorry; to be pensive.","4","easy"
"dictionary_jz","21f7690a-2ceb-4581-88ec-84dc9e3cafd1","Ronúronú","n.","a thinker.","8","advanced"
"dictionary_jz","985455f7-d052-4441-a44b-12b3b2ad07ec","Ronúpiwàdà","v.","to repent; to change one’s conduct, opinion or behaviour after consideration.","10","advanced"
"dictionary_jz","33082a07-88ad-4dd8-b573-7ac077851aa6","Rorò","adj.","austere; severe; harsh; fierce; oppressing; rigid; rigorous.","4","easy"
"dictionary_jz","212bef38-41a7-4716-a63f-56f200404d26","Roro","adv.","beautifully (qualifying verbal adj. Pọn, red).","4","easy"
"dictionary_jz","9ab06115-9de3-44a0-8eaa-8cc085627185","Ròrò","adv.","very beautifully (qualifying Pọn, red).","4","easy"
"dictionary_jz","b788d56b-fb67-4774-a58b-f7c1bb901eab","Rorẹ́","n.","a pustule, pimple (appearing on the face).","5","intermediate"
"dictionary_jz","3162a32d-95c4-4756-adea-f4dfed9bdf66","Rọ́","v.","to gush; give way; crash; push; push forcibly; break or bend at the edge; pervert; turn aside; to collect a confused mass of things; translate; explain.","3","easy"
"dictionary_jz","a11330fe-e799-4989-aee8-1edcd590aeff","Rọ́gìrìrì","v.","to rustle.","9","advanced"
"dictionary_jz","3768a580-b916-4c8a-84c6-99f8cce2fe3a","Rọ́lápá, Rọlọwọ","v.","to enfeeble; weaken; chill; discourage.","15","advanced"
"dictionary_jz","8c960a49-e564-4539-823c-031d96f346d7","Rọ̀sílẹ̀, Rẹ̀sílẹ̀","v.","to bring low; humble; calm.","18","advanced"
"dictionary_jz","1116280f-4477-4f16-949a-0b9863fda478","Ríràn","n.","that which communicates or infects.","5","intermediate"
"dictionary_jz","21638772-2b2b-42de-a6e1-35879b0b77db","Rọdẹdẹ","v.","gravitate; suspend.","6","intermediate"
"dictionary_jz","b4ebe75b-3e92-4859-b221-049f00505912","Rọ̀gbàká, Rọgbayika","v.","to surround; encompass; encircle.","19","advanced"
"dictionary_jz","9493cce3-a4a3-495e-94c8-d79105937880","Rọgun","v.","to lay wait for; set a watch for; produce seed (as yams).","5","intermediate"
"dictionary_jz","087cff52-e91c-4751-85ef-f6f6f7d93e33","Rọjo","v.","to rain.","4","easy"
"dictionary_jz","15220a0f-d7ad-47d2-830b-575350db14da","Rọju","v.","to persevere; be patient; endure; endeavour; placid.","4","easy"
"dictionary_jz","12ed2358-b51b-41eb-8770-8ea6ff0ac82f","Rọloju","v.","to tame; pacify.","6","intermediate"
"dictionary_jz","efb024a7-da05-43da-9e2e-a8fd1382f9ab","Rọlu","v.","to rush upon; to mob.","4","easy"
"dictionary_jz","4fd268f7-7fa5-406e-8cf2-904df8de43b3","Rọ̀mọ́","v.","to hang or lean upon.","6","intermediate"
"dictionary_jz","e2d49d2d-99a4-46d4-8cbc-946abcb3c459","Rùn","v.","to be ill; to be sick.","3","easy"
"dictionary_jz","4111d201-5522-41b4-a8c7-9237f117987b","Run","v.","to masticate; chew.","3","easy"
"dictionary_jz","90304453-8d8f-4031-8774-f0e3617528c6","Rándãnràndãn","adj.","pale; sallow; unhealthy.","12","advanced"
"dictionary_jz","8f5e1d41-f755-4d33-ae9a-6b61abd0da93","Rũngbọ̀n","n.","beact; whiskers.","8","advanced"
"dictionary_jz","21ae3770-51e5-4c7b-acea-7d8e71900ca6","Rúnhín","v.","to grind the teeth; to bite the teeth together.","6","intermediate"
"dictionary_jz","41b93219-d618-4ca6-b76b-8aafa1d918b8","Runlu","adj.","crushed; wrinkled.","5","intermediate"
"dictionary_jz","4f11ee68-5ce9-425d-922f-389071740f96","Rọ̃nú","adj.","tender; soft-hearted; propitious.","5","intermediate"
"dictionary_jz","91843a9f-ac2e-47f9-9fe7-362cab353908","Rọ́pò (rọ-ipo)","v.","to take the place of another; to act for an absent person; to succeed.","14","advanced"
